Date,Carrier,FlightNumber,Origin,Destination,ScheduledDeparture,DepartureTime,DepartureDelay,TaxiOut,WheelsOff,ScheduledArrival,ArrivalTime,ArrivalDelay,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2026-01-27,UA,UA7082,DFW,CLT,1944,1944,0,30,2014,2213,2212,-1.0,109,872,0,0,0,0,0
2026-02-14,AS,AS2855,DEN,LAX,1326,1558,152,20,1618,1959,2219,140.0,353,2824,9,81,50,0,0
2026-03-19,B6,B66786,DFW,CLT,2246,0144,178,29,0213,0423,0711,168.0,297,2376,120,46,2,0,0
2026-02-23,WN,WN8931,JFK,ATL,1619,1619,0,22,1641,2018,1955,-23.0,199,1592,0,0,0,0,0
2026-03-25,B6,B62683,DFW,JFK,0534,0534,0,22,0556,0845,0822,-23.0,151,1208,0,0,0,0,0
2026-02-09,WN,WN3101,DFW,ORD,0318,0318,0,20,0338,0704,0704,0.0,186,1488,0,0,0,0,0
2026-04-23,AS,AS8350,DFW,JFK,1510,1510,0,12,1522,1707,1649,-18.0,77,616,0,0,0,0,0
2026-01-23,AS,AS4066,CLT,DEN,0325,0325,0,26,0351,0813,0816,3.0,248,1984,0,0,0,0,0
2026-04-15,DL,DL3451,ATL,JFK,1146,1146,0,19,1205,1555,1551,-4.0,209,1672,0,0,0,0,0
2026-03-01,WN,WN3572,SFO,CLT,0218,0218,0,15,0233,0834,0810,-24.0,336,2688,0,0,0,0,0
2026-04-16,AA,AA5018,DFW,CLT,2156,2213,17,19,2232,2356,2354,-2.0,80,640,0,0,0,0,0
2026-04-19,WN,WN5798,DFW,LAX,2148,2148,0,30,2218,0331,0336,5.0,303,2424,0,0,0,0,0
2026-02-20,AS,AS651,SEA,SFO,1809,1935,86,12,1947,2018,2114,56.0,89,712,45,10,1,0,0
2026-03-21,WN,WN2047,CLT,LAX,1835,2045,130,17,2102,2318,0112,114.0,243,1944,100,12,2,0,0
2026-01-14,AS,AS6652,CLT,ATL,1823,1823,0,25,1848,2349,2353,4.0,286,2288,0,0,0,0,0
2026-02-15,B6,B68921,JFK,LAX,1640,1640,0,17,1657,1903,1839,-24.0,103,824,0,0,0,0,0
2026-03-11,DL,DL2643,SEA,ORD,1024,1024,0,15,1039,1311,1301,-10.0,127,1016,0,0,0,0,0
2026-04-25,AS,AS6087,ORD,JFK,1410,1410,0,10,1420,1837,1807,-30.0,227,1816,0,0,0,0,0
2026-03-11,B6,B64927,CLT,JFK,1816,2034,138,18,2052,2159,0004,125.0,183,1464,110,2,13,0,0
2026-01-03,B6,B62404,CLT,SFO,0600,0600,0,14,0614,1010,0955,-15.0,210,1680,0,0,0,0,0
2026-04-18,UA,UA9451,LAX,JFK,1431,1431,0,28,1459,1656,1702,6.0,105,840,0,0,0,0,0
2026-02-03,AA,AA1949,ORD,DFW,1007,1007,0,25,1032,1254,1246,-8.0,127,1016,0,0,0,0,0
2026-02-13,B6,B69359,ATL,JFK,1420,1709,169,10,1719,1651,1906,135.0,111,888,80,54,1,0,0
2026-02-27,AA,AA3845,LAX,DEN,2015,2015,0,19,2034,0042,0030,-12.0,227,1816,0,0,0,0,0
2026-03-22,B6,B61182,CLT,DEN,0730,0939,129,30,1009,1012,1216,124.0,122,976,37,51,36,0,0
2026-02-04,B6,B68758,LAX,LAS,1527,1527,0,30,1557,1749,1731,-18.0,102,816,0,0,0,0,0
2026-02-24,AA,AA6009,LAX,ORD,0333,0333,0,14,0347,0855,0823,-32.0,282,2256,0,0,0,0,0
2026-02-22,UA,UA4091,LAS,DEN,2109,2311,122,13,2324,2309,0037,88.0,80,640,70,11,7,0,0
2026-04-09,AA,AA5704,JFK,SEA,1522,1522,0,15,1537,1753,1724,-29.0,111,888,0,0,0,0,0
2026-04-27,WN,WN5873,SEA,LAX,1401,1401,0,23,1424,1930,1915,-15.0,289,2312,0,0,0,0,0
2026-01-03,WN,WN7863,ORD,LAS,0659,0731,32,28,0759,1331,1403,32.0,352,2816,16,14,2,0,0
2026-04-25,DL,DL7158,DEN,DFW,1825,1825,0,20,1845,2219,2150,-29.0,194,1552,0,0,0,0,0
2026-03-21,AA,AA1827,LAS,JFK,2122,2122,0,30,2152,0147,0145,-2.0,225,1800,0,0,0,0,0
2026-02-20,AS,AS8940,ORD,LAS,0848,0848,0,17,0905,1057,1031,-26.0,89,712,0,0,0,0,0
2026-04-05,UA,UA9857,ATL,SFO,1102,1102,0,14,1116,1402,1331,-31.0,140,1120,0,0,0,0,0
2026-01-06,AS,AS3652,LAX,DFW,1912,1912,0,18,1930,2305,2258,-7.0,193,1544,0,0,0,0,0
2026-02-08,DL,DL9085,DEN,SEA,1716,1837,81,20,1857,2200,2305,65.0,244,1952,34,15,16,0,0
2026-01-30,DL,DL6148,DFW,JFK,2054,2155,61,18,2213,0109,0145,36.0,215,1720,9,19,8,0,0
2026-04-24,B6,B61294,SFO,LAS,0147,0147,0,17,0204,0455,0438,-17.0,148,1184,0,0,0,0,0
2026-04-09,AS,AS2878,ORD,DEN,0146,0146,0,23,0209,0648,0622,-26.0,262,2096,0,0,0,0,0
2026-02-04,UA,UA2243,DFW,JFK,1737,1737,0,11,1748,2132,2054,-38.0,195,1560,0,0,0,0,0
2026-01-27,DL,DL1638,SEA,DFW,1731,1731,0,14,1745,1923,1904,-19.0,72,576,0,0,0,0,0
2026-01-06,B6,B64674,LAX,DFW,2301,2301,0,17,2318,0055,0040,-15.0,74,592,0,0,0,0,0
2026-02-22,AA,AA5565,SFO,DEN,2326,0032,66,13,0045,0118,0211,53.0,72,576,0,48,5,0,0
2026-04-08,AS,AS7854,JFK,SFO,1448,1448,0,28,1516,1634,1614,-20.0,66,528,0,0,0,0,0
2026-04-22,B6,B68622,LAS,ORD,1331,1331,0,18,1349,1713,1648,-25.0,182,1456,0,0,0,0,0
2026-01-22,DL,DL8184,JFK,ATL,1710,1710,0,23,1733,2138,2115,-23.0,228,1824,0,0,0,0,0
2026-02-01,AA,AA3524,ORD,CLT,2056,2056,0,17,2113,0312,0241,-31.0,336,2688,0,0,0,0,0
2026-04-28,B6,B69845,JFK,DEN,1156,1156,0,13,1209,1631,1608,-23.0,235,1880,0,0,0,0,0
2026-02-09,UA,UA5159,JFK,DFW,2224,2224,0,29,2253,0034,0020,-14.0,90,720,0,0,0,0,0
2026-03-02,AA,AA1057,ORD,CLT,2001,2001,0,20,2021,2246,2217,-29.0,125,1000,0,0,0,0,0
2026-02-19,WN,WN7976,DEN,JFK,0940,0946,6,18,1004,1451,1443,-8.0,271,2168,0,0,0,0,0
2026-01-22,B6,B62112,SFO,SEA,2034,2034,0,28,2102,0113,0055,-18.0,239,1912,0,0,0,0,0
2026-02-19,AS,AS2494,LAX,DEN,2253,2253,0,14,2307,0100,0032,-28.0,87,696,0,0,0,0,0
2026-03-17,DL,DL6338,CLT,ATL,2222,2222,0,26,2248,0413,0358,-15.0,311,2488,0,0,0,0,0
2026-03-06,AS,AS7699,LAX,DFW,1000,1000,0,29,1029,1332,1332,0.0,172,1376,0,0,0,0,0
2026-03-25,AS,AS5890,CLT,JFK,1726,1726,0,28,1754,2048,2028,-20.0,162,1296,0,0,0,0,0
2026-03-02,B6,B67440,SEA,CLT,1840,1840,0,27,1907,2306,2244,-22.0,226,1808,0,0,0,0,0
2026-03-11,B6,B61434,SFO,ORD,0702,0702,0,23,0725,1136,1130,-6.0,234,1872,0,0,0,0,0
2026-02-04,UA,UA2084,LAX,ATL,0542,0542,0,21,0603,1105,1100,-5.0,283,2264,0,0,0,0,0
2026-05-01,WN,WN5164,CLT,LAS,0329,0329,0,19,0348,0806,0800,-6.0,237,1896,0,0,0,0,0
2026-04-15,AA,AA6754,DFW,ATL,1812,1812,0,27,1839,2004,1948,-16.0,72,576,0,0,0,0,0
2026-04-14,DL,DL9376,SFO,SEA,1631,1729,58,23,1752,1916,1959,43.0,125,1000,38,1,4,0,0
2026-04-08,WN,WN8319,SFO,DFW,1005,1005,0,17,1022,1147,1125,-22.0,62,496,0,0,0,0,0
2026-02-06,UA,UA6417,SEA,DEN,1616,1616,0,22,1638,1816,1802,-14.0,80,640,0,0,0,0,0
2026-03-17,B6,B68709,JFK,ATL,1442,1442,0,23,1505,2014,2010,-4.0,292,2336,0,0,0,0,0
2026-02-17,DL,DL1110,ATL,SFO,0030,0125,55,24,0149,0515,0604,49.0,245,1960,15,25,9,0,0
2026-02-14,UA,UA9382,DEN,ORD,2251,2251,0,28,2319,0322,0314,-8.0,231,1848,0,0,0,0,0
2026-01-05,UA,UA469,SEA,ORD,1847,1847,0,17,1904,2259,2240,-19.0,212,1696,0,0,0,0,0
2026-03-03,UA,UA5923,CLT,ORD,0925,0925,0,26,0951,1552,1555,3.0,347,2776,0,0,0,0,0
2026-03-24,UA,UA6011,LAS,ATL,1438,1710,152,22,1732,1753,2013,140.0,155,1240,108,26,6,0,0
2026-04-07,AA,AA4322,CLT,JFK,2141,2141,0,27,2208,0138,0139,1.0,197,1576,0,0,0,0,0
2026-04-05,AA,AA218,DFW,SFO,2226,0105,159,26,0131,0400,0621,141.0,294,2352,136,4,1,0,0
2026-01-20,WN,WN7012,LAS,SFO,1308,1308,0,29,1337,1650,1631,-19.0,182,1456,0,0,0,0,0
2026-02-24,AS,AS5012,DFW,LAS,1012,1250,158,20,1310,1428,1656,148.0,216,1728,123,25,0,0,0
2026-02-11,B6,B66730,SEA,LAS,0731,0731,0,25,0756,1356,1350,-6.0,345,2760,0,0,0,0,0
2026-03-12,AA,AA3087,JFK,DFW,2146,2146,0,21,2207,0309,0244,-25.0,283,2264,0,0,0,0,0
2026-02-15,DL,DL8885,DEN,SFO,1551,1551,0,14,1605,1820,1745,-35.0,109,872,0,0,0,0,0
2026-01-28,UA,UA7421,LAS,ATL,2155,2155,0,25,2220,0129,0127,-2.0,174,1392,0,0,0,0,0
2026-03-03,AS,AS7844,LAX,DFW,1814,1814,0,25,1839,2016,2001,-15.0,82,656,0,0,0,0,0
2026-02-05,B6,B64128,SEA,JFK,2129,0022,173,14,0036,0253,0527,154.0,284,2272,128,20,6,0,0
2026-01-22,AS,AS6687,SEA,CLT,2149,2149,0,10,2159,0332,0257,-35.0,303,2424,0,0,0,0,0
2026-01-21,WN,WN1546,LAS,DEN,0611,0611,0,17,0628,0958,0937,-21.0,187,1496,0,0,0,0,0
2026-03-21,AA,AA4048,SFO,SEA,0634,0634,0,25,0659,1251,1245,-6.0,337,2696,0,0,0,0,0
2026-03-21,WN,WN2639,LAS,DFW,0926,0926,0,19,0945,1346,1319,-27.0,220,1760,0,0,0,0,0
2026-04-20,B6,B68592,ORD,DFW,2348,2348,0,12,0000,0254,0216,-38.0,146,1168,0,0,0,0,0
2026-02-27,UA,UA2067,JFK,CLT,2000,2000,0,26,2026,2349,2344,-5.0,189,1512,0,0,0,0,0
2026-03-30,UA,UA4722,SFO,LAX,2327,2327,0,25,2352,0323,0301,-22.0,196,1568,0,0,0,0,0
2026-01-21,B6,B67592,SEA,JFK,0307,0341,34,28,0409,0835,0858,23.0,288,2304,3,19,1,0,0
2026-04-12,AA,AA2362,ORD,SEA,0405,0405,0,24,0429,0936,0915,-21.0,291,2328,0,0,0,0,0
2026-03-16,UA,UA6515,SEA,LAS,1815,1815,0,26,1841,2309,2300,-9.0,254,2032,0,0,0,0,0
2026-03-09,AS,AS3627,JFK,LAS,0150,0150,0,20,0210,0632,0615,-17.0,242,1936,0,0,0,0,0
2026-04-03,AS,AS5517,ORD,SEA,1513,1513,0,20,1533,1800,1755,-5.0,127,1016,0,0,0,0,0
2026-01-16,UA,UA9481,LAX,ATL,1529,1529,0,28,1557,1902,1858,-4.0,173,1384,0,0,0,0,0
2026-01-03,DL,DL8855,LAX,ORD,0337,0337,0,20,0357,0926,0921,-5.0,309,2472,0,0,0,0,0
2026-02-26,DL,DL3467,ORD,SFO,1345,1345,0,26,1411,1901,1842,-19.0,276,2208,0,0,0,0,0
2026-01-10,WN,WN2546,DFW,SFO,0344,0344,0,17,0401,0637,0634,-3.0,133,1064,0,0,0,0,0
2026-03-23,WN,WN8142,ATL,JFK,1526,1526,0,18,1544,1912,1859,-13.0,186,1488,0,0,0,0,0
2026-03-31,DL,DL8964,DFW,LAX,1714,1714,0,18,1732,2326,2304,-22.0,332,2656,0,0,0,0,0
2026-03-13,B6,B63141,DFW,SEA,2207,2207,0,11,2218,0307,0232,-35.0,260,2080,0,0,0,0,0
2026-03-22,AA,AA7007,LAS,DFW,2327,2327,0,29,2356,0458,0455,-3.0,291,2328,0,0,0,0,0
2026-03-02,AS,AS5180,ORD,JFK,1629,1921,172,29,1950,2129,0030,181.0,260,2080,128,42,11,0,0
2026-03-16,AA,AA3081,LAS,DFW,2119,2119,0,16,2135,0108,0052,-16.0,189,1512,0,0,0,0,0
2026-03-26,UA,UA318,SEA,JFK,0851,0851,0,26,0917,1114,1103,-11.0,103,824,0,0,0,0,0
2026-02-16,UA,UA8327,ATL,CLT,0047,0047,0,21,0108,0237,0231,-6.0,70,560,0,0,0,0,0
2026-03-09,WN,WN1625,ORD,DFW,1047,1047,0,19,1106,1557,1554,-3.0,270,2160,0,0,0,0,0
2026-01-07,DL,DL7311,SEA,DEN,2149,2214,25,24,2238,0328,0355,27.0,299,2392,0,9,18,0,0
2026-02-20,WN,WN2113,LAX,JFK,0727,0930,123,18,0948,1212,1409,117.0,245,1960,35,36,46,0,0
2026-03-19,WN,WN5890,SEA,DEN,1622,1622,0,27,1649,1815,1804,-11.0,73,584,0,0,0,0,0
2026-03-15,AA,AA3394,DEN,SEA,0102,0102,0,30,0132,0526,0514,-12.0,224,1792,0,0,0,0,0
2026-01-15,AA,AA4760,SEA,ATL,2138,2138,0,17,2155,0252,0224,-28.0,274,2192,0,0,0,0,0
2026-03-25,DL,DL5908,CLT,DFW,0548,0548,0,26,0614,1147,1144,-3.0,319,2552,0,0,0,0,0
2026-01-26,AS,AS4050,SEA,ORD,2141,2346,125,21,0007,0349,0545,116.0,328,2624,84,23,9,0,0
2026-01-06,B6,B64196,ATL,ORD,1404,1404,0,23,1427,1746,1749,3.0,182,1456,0,0,0,0,0
2026-04-03,B6,B69383,LAX,SFO,1143,1143,0,18,1201,1559,1541,-18.0,216,1728,0,0,0,0,0
2026-03-03,UA,UA4677,ATL,SEA,2206,0000,114,30,0030,0254,0437,103.0,248,1984,83,0,20,0,0
2026-03-17,B6,B64923,LAS,DEN,0111,0111,0,15,0126,0559,0554,-5.0,248,1984,0,0,0,0,0
2026-01-24,AA,AA7316,LAX,SEA,0519,0519,0,26,0545,1119,1105,-14.0,320,2560,0,0,0,0,0
2026-03-08,UA,UA2918,ATL,JFK,0025,0025,0,13,0038,0633,0608,-25.0,328,2624,0,0,0,0,0
2026-01-01,DL,DL283,CLT,SFO,1556,1556,0,14,1610,1856,1841,-15.0,140,1120,0,0,0,0,0
2026-01-29,WN,WN108,ORD,DEN,2306,2306,0,11,2317,0233,0158,-35.0,167,1336,0,0,0,0,0
2026-02-28,WN,WN4256,SFO,LAS,2225,2225,0,21,2246,0229,0228,-1.0,204,1632,0,0,0,0,0
2026-03-04,UA,UA4064,SFO,ATL,1856,1856,0,18,1914,2252,2248,-4.0,196,1568,0,0,0,0,0
2026-03-17,AA,AA7625,SEA,DFW,0632,0632,0,26,0658,0941,0923,-18.0,149,1192,0,0,0,0,0
2026-03-15,UA,UA8979,JFK,DFW,1511,1511,0,17,1528,1805,1759,-6.0,134,1072,0,0,0,0,0
2026-02-21,B6,B65196,DEN,CLT,0832,0832,0,13,0845,1350,1332,-18.0,278,2224,0,0,0,0,0
2026-02-24,UA,UA4326,ORD,CLT,0205,0205,0,15,0220,0445,0414,-31.0,120,960,0,0,0,0,0
2026-02-20,AS,AS3466,DFW,LAX,0347,0347,0,23,0410,0557,0531,-26.0,90,720,0,0,0,0,0
2026-04-02,UA,UA7680,ATL,JFK,1348,1348,0,22,1410,1631,1615,-16.0,123,984,0,0,0,0,0
2026-01-09,DL,DL1973,LAS,DFW,0745,0933,108,28,1001,1356,1536,100.0,331,2648,66,6,28,0,0
2026-02-01,WN,WN8129,SFO,DEN,1743,1920,97,24,1944,2307,0019,72.0,284,2272,20,27,25,0,0
2026-01-09,AS,AS9704,ATL,DFW,1145,1145,0,12,1157,1649,1628,-21.0,264,2112,0,0,0,0,0
2026-02-28,B6,B61741,ORD,CLT,1007,1043,36,28,1111,1423,1503,40.0,216,1728,3,14,23,0,0
2026-04-04,B6,B62698,ATL,JFK,1309,1309,0,29,1338,1827,1814,-13.0,278,2224,0,0,0,0,0
2026-01-07,UA,UA2083,DFW,SEA,1719,1719,0,11,1730,2311,2235,-36.0,312,2496,0,0,0,0,0
2026-02-19,DL,DL405,ORD,ATL,2307,0014,67,16,0030,0517,0620,63.0,330,2640,10,21,32,0,0
2026-03-03,DL,DL3520,ORD,JFK,1512,1525,13,19,1544,2001,2001,0.0,249,1992,0,0,0,0,0
2026-01-24,B6,B6520,ATL,SFO,1015,1015,0,23,1038,1445,1434,-11.0,230,1840,0,0,0,0,0
2026-03-03,B6,B67177,ATL,DFW,1259,1259,0,29,1328,1700,1647,-13.0,201,1608,0,0,0,0,0
2026-03-11,B6,B62460,SFO,JFK,1315,1315,0,10,1325,1949,1912,-37.0,354,2832,0,0,0,0,0
2026-01-20,AA,AA7839,JFK,LAX,1153,1153,0,20,1213,1453,1436,-17.0,140,1120,0,0,0,0,0
2026-01-14,UA,UA9807,ORD,ATL,0139,0139,0,29,0208,0452,0447,-5.0,153,1224,0,0,0,0,0
2026-01-27,UA,UA8377,DFW,ATL,0243,0243,0,22,0305,0558,0551,-7.0,155,1240,0,0,0,0,0
2026-02-02,B6,B63020,ORD,DFW,2049,2049,0,24,2113,2324,2316,-8.0,115,920,0,0,0,0,0
2026-01-30,AA,AA5797,ORD,DFW,0339,0514,95,13,0527,1012,1128,76.0,353,2824,65,6,5,0,0
2026-04-24,DL,DL5200,SEA,DEN,1303,1303,0,25,1328,1600,1553,-7.0,137,1096,0,0,0,0,0
2026-01-10,UA,UA8082,DEN,SEA,2242,2242,0,14,2256,0118,0104,-14.0,116,928,0,0,0,0,0
2026-01-23,AA,AA6208,DEN,ORD,0057,0057,0,26,0123,0529,0526,-3.0,232,1856,0,0,0,0,0
2026-01-26,AS,AS1013,SFO,SEA,1253,1253,0,19,1312,1550,1544,-6.0,137,1096,0,0,0,0,0
2026-04-03,WN,WN703,LAX,DEN,0409,0409,0,29,0438,0905,0905,0.0,256,2048,0,0,0,0,0
2026-04-15,UA,UA4795,SFO,ATL,2009,2009,0,28,2037,2233,2211,-22.0,104,832,0,0,0,0,0
2026-01-27,DL,DL7474,SEA,CLT,2226,2226,0,28,2254,0015,0003,-12.0,69,552,0,0,0,0,0
2026-01-28,WN,WN2665,DFW,JFK,1404,1417,13,24,1441,1800,1809,9.0,196,1568,0,0,0,0,0
2026-01-25,B6,B61755,ORD,CLT,1112,1206,54,17,1223,1640,1703,23.0,288,2304,4,4,15,0,0
2026-03-06,WN,WN2662,SEA,ORD,1341,1341,0,26,1407,1529,1515,-14.0,68,544,0,0,0,0,0
2026-04-12,UA,UA8634,CLT,DEN,1212,1508,176,22,1530,1848,2138,170.0,356,2848,136,12,22,0,0
2026-03-29,DL,DL6468,DEN,ORD,1215,1215,0,21,1236,1552,1528,-24.0,177,1416,0,0,0,0,0
2026-03-15,UA,UA428,LAS,CLT,1141,1141,0,16,1157,1418,1412,-6.0,117,936,0,0,0,0,0
2026-02-16,DL,DL7409,DEN,SFO,1910,1910,0,28,1938,2211,2153,-18.0,141,1128,0,0,0,0,0
2026-03-22,AS,AS7730,CLT,SFO,2204,2204,0,21,2225,0259,0252,-7.0,255,2040,0,0,0,0,0
2026-03-30,WN,WN5856,LAX,JFK,0432,0447,15,29,0516,1019,1013,-6.0,307,2456,0,0,0,0,0
2026-01-09,UA,UA791,ATL,SFO,0915,0915,0,22,0937,1117,1107,-10.0,82,656,0,0,0,0,0
2026-03-22,UA,UA3725,DEN,CLT,0817,0817,0,17,0834,1049,1029,-20.0,112,896,0,0,0,0,0
2026-01-26,UA,UA4361,LAX,ATL,2057,2057,0,29,2126,0044,0050,6.0,187,1496,0,0,0,0,0
2026-04-22,AA,AA4621,DFW,LAS,0619,0619,0,27,0646,1025,1010,-15.0,206,1648,0,0,0,0,0
2026-04-30,AS,AS8455,LAX,CLT,0244,0313,29,22,0335,0718,0723,5.0,234,1872,0,0,0,0,0
2026-01-07,DL,DL7956,ATL,LAS,1840,1840,0,27,1907,0047,0025,-22.0,327,2616,0,0,0,0,0
2026-04-01,B6,B63968,DEN,JFK,1249,1321,32,24,1345,1742,1758,16.0,253,2024,13,1,2,0,0
2026-01-03,AS,AS2898,SFO,LAS,1653,1653,0,30,1723,2115,2114,-1.0,222,1776,0,0,0,0,0
2026-03-14,B6,B6208,ATL,SEA,0751,0751,0,20,0811,1018,0951,-27.0,107,856,0,0,0,0,0
2026-04-28,AS,AS4724,SEA,ORD,1045,1045,0,26,1111,1609,1551,-18.0,284,2272,0,0,0,0,0
2026-02-07,AS,AS8257,ORD,SFO,0122,0245,83,21,0306,0613,0707,54.0,251,2008,38,2,14,0,0
2026-04-11,AA,AA3925,DFW,LAS,1652,1652,0,20,1712,2133,2113,-20.0,241,1928,0,0,0,0,0
2026-04-27,UA,UA769,CLT,JFK,0958,1107,69,25,1132,1404,1501,57.0,206,1648,0,10,47,0,0
2026-01-05,DL,DL4877,JFK,SEA,2001,2001,0,16,2017,0142,0120,-22.0,301,2408,0,0,0,0,0
2026-03-08,AA,AA2006,LAX,SEA,0700,0700,0,11,0711,0935,0925,-10.0,115,920,0,0,0,0,0
2026-03-22,AA,AA8058,ATL,SFO,0917,0917,0,22,0939,1420,1413,-7.0,263,2104,0,0,0,0,0
2026-02-08,AA,AA6376,DEN,ATL,2136,2136,0,20,2156,0212,0200,-12.0,236,1888,0,0,0,0,0
2026-05-01,UA,UA7667,LAS,JFK,1906,1906,0,20,1926,0114,0045,-29.0,328,2624,0,0,0,0,0
2026-02-20,UA,UA6525,JFK,DEN,1630,1630,0,24,1654,1952,1929,-23.0,162,1296,0,0,0,0,0
2026-02-15,AA,AA5056,JFK,DEN,1256,1256,0,22,1318,1600,1544,-16.0,144,1152,0,0,0,0,0
2026-05-01,AA,AA9110,ATL,CLT,0107,0107,0,14,0121,0550,0536,-14.0,243,1944,0,0,0,0,0
2026-02-24,WN,WN4244,DEN,SEA,1326,1326,0,17,1343,1543,1511,-32.0,97,776,0,0,0,0,0
2026-01-15,DL,DL5898,ORD,DFW,0907,1205,178,15,1220,1150,1431,161.0,123,984,47,90,24,0,0
2026-02-12,B6,B61123,SFO,SEA,2344,2344,0,19,0003,0420,0349,-31.0,236,1888,0,0,0,0,0
2026-01-08,DL,DL3578,SFO,CLT,0356,0356,0,23,0419,0915,0914,-1.0,279,2232,0,0,0,0,0
2026-02-28,AS,AS7659,LAX,DFW,0542,0542,0,25,0607,1045,1035,-10.0,263,2104,0,0,0,0,0
2026-03-21,WN,WN2549,CLT,LAX,1724,1724,0,11,1735,2336,2311,-25.0,332,2656,0,0,0,0,0
2026-04-04,AA,AA4624,CLT,SFO,0616,0616,0,28,0644,0906,0913,7.0,130,1040,0,0,0,0,0
2026-03-16,DL,DL6531,ORD,CLT,1724,1724,0,30,1754,2358,2345,-13.0,354,2832,0,0,0,0,0
2026-03-05,AA,AA485,SFO,ATL,2136,2333,117,30,0003,0007,0200,113.0,111,888,26,31,56,0,0
2026-01-16,DL,DL7369,CLT,LAS,0113,0113,0,30,0143,0522,0513,-9.0,209,1672,0,0,0,0,0
2026-03-26,WN,WN3040,ORD,SEA,0620,0620,0,18,0638,1053,1025,-28.0,233,1864,0,0,0,0,0
2026-02-10,AS,AS8117,JFK,LAS,0403,0403,0,24,0427,0954,0951,-3.0,311,2488,0,0,0,0,0
2026-04-17,UA,UA2256,ATL,CLT,1630,1630,0,11,1641,1825,1812,-13.0,75,600,0,0,0,0,0
2026-01-21,UA,UA625,ATL,JFK,1435,1435,0,15,1450,1736,1726,-10.0,141,1128,0,0,0,0,0
2026-01-20,AA,AA5705,SFO,ORD,2031,2031,0,10,2041,2213,2146,-27.0,62,496,0,0,0,0,0
2026-01-22,B6,B64713,SFO,LAS,0050,0050,0,23,0113,0451,0435,-16.0,201,1608,0,0,0,0,0
2026-01-04,WN,WN8033,SEA,CLT,1554,1554,0,15,1609,2146,2122,-24.0,312,2496,0,0,0,0,0
2026-04-06,AA,AA3014,LAX,SEA,0342,0342,0,19,0401,0959,0954,-5.0,337,2696,0,0,0,0,0
2026-01-13,AA,AA1609,SEA,DFW,0839,0927,48,23,0950,1249,1335,46.0,210,1680,0,14,32,0,0
2026-02-20,AA,AA4936,SFO,ATL,0118,0118,0,26,0144,0736,0720,-16.0,338,2704,0,0,0,0,0
2026-02-13,WN,WN7424,ATL,JFK,2340,2340,0,30,0010,0241,0231,-10.0,141,1128,0,0,0,0,0
2026-04-28,AS,AS5078,ORD,DFW,1719,1940,141,30,2010,2037,2303,146.0,158,1264,21,67,58,0,0
2026-01-04,B6,B69465,SFO,ORD,1629,1840,131,26,1906,1823,2014,111.0,74,592,77,28,6,0,0
2026-02-24,AA,AA3255,CLT,SEA,0041,0041,0,23,0104,0312,0312,0.0,111,888,0,0,0,0,0
2026-02-20,B6,B67592,LAS,JFK,0009,0123,74,15,0138,0646,0735,49.0,357,2856,16,22,11,0,0
2026-03-06,AA,AA4428,DEN,JFK,0507,0507,0,19,0526,0931,0927,-4.0,224,1792,0,0,0,0,0
2026-01-11,AA,AA9049,LAX,ORD,0322,0322,0,27,0349,0640,0635,-5.0,158,1264,0,0,0,0,0
2026-01-01,AS,AS238,LAS,CLT,1506,1506,0,19,1525,1740,1720,-20.0,114,912,0,0,0,0,0
2026-02-04,B6,B67204,JFK,CLT,1159,1159,0,25,1224,1457,1457,0.0,138,1104,0,0,0,0,0
2026-03-14,WN,WN4596,ATL,LAX,0320,0429,69,21,0450,0646,0738,52.0,166,1328,42,4,6,0,0
2026-02-05,WN,WN6507,SEA,LAX,1717,1717,0,29,1746,2343,2323,-20.0,346,2768,0,0,0,0,0
2026-04-22,AA,AA6325,DEN,ATL,1036,1036,0,21,1057,1438,1433,-5.0,202,1616,0,0,0,0,0
2026-03-24,UA,UA1471,CLT,SEA,0507,0507,0,17,0524,0937,0924,-13.0,230,1840,0,0,0,0,0
2026-04-28,WN,WN5365,SFO,JFK,0535,0535,0,26,0601,0923,0923,0.0,188,1504,0,0,0,0,0
2026-04-09,B6,B67557,JFK,DFW,0043,0043,0,11,0054,0252,0234,-18.0,89,712,0,0,0,0,0
2026-04-10,DL,DL4828,CLT,SEA,1045,1045,0,14,1059,1250,1235,-15.0,85,680,0,0,0,0,0
2026-04-03,DL,DL902,ATL,SEA,1654,1654,0,27,1721,1840,1831,-9.0,66,528,0,0,0,0,0
2026-02-12,UA,UA2485,LAX,SEA,0935,0935,0,11,0946,1156,1139,-17.0,101,808,0,0,0,0,0
2026-04-26,UA,UA1866,SEA,DFW,0117,0415,178,29,0444,0521,0816,175.0,204,1632,28,83,64,0,0
2026-03-25,UA,UA2001,DFW,SFO,1854,1854,0,14,1908,0131,0105,-26.0,357,2856,0,0,0,0,0
2026-02-16,WN,WN6908,LAX,SEA,1000,1038,38,15,1053,1332,1339,7.0,172,1376,0,0,0,0,0
2026-03-16,UA,UA8124,JFK,LAS,0813,0905,52,20,0925,1452,1542,50.0,359,2872,23,5,22,0,0
2026-01-27,DL,DL2065,LAX,LAS,0202,0202,0,21,0223,0351,0330,-21.0,69,552,0,0,0,0,0
2026-04-27,UA,UA8514,LAS,ORD,1349,1349,0,17,1406,1640,1619,-21.0,131,1048,0,0,0,0,0
